customer_id,churn_probability,is_churned,frequency,recency,T,monetary_value,expected_purchases,expected_value_per_purchase,value_source,clv,retention_priority_score,segment
13299,0.42089284062385557,True,2.0,260.0,345.0,433.76,1.0963523995638313,441.94603866480503,gamma_gamma_conditional_expectation,484.53,203.94,Low risk / High value
15389,0.4284809172153473,False,3.0,281.0,498.0,459.6666666666667,1.0210419961578912,465.2051374677237,gamma_gamma_conditional_expectation,474.99,203.52,Low risk / High value
14639,0.22118866741657256,False,4.0,370.0,478.0,621.0325,1.4702279793020983,625.6058784490933,gamma_gamma_conditional_expectation,919.78,203.44,Low risk / High value
13027,0.04562543779611587,False,15.0,455.0,505.0,918.88,4.841679723443162,920.3051091097044,gamma_gamma_conditional_expectation,4455.82,203.3,Low risk / High value
13049,0.4331237733364105,False,2.0,83.0,218.0,328.89,1.393921324573148,336.5245826956715,gamma_gamma_conditional_expectation,469.09,203.17,Low risk / High value
15951,0.5269871115684509,False,1.0,96.0,198.0,375.17,0.9859580703734896,391.00917945216213,gamma_gamma_conditional_expectation,385.52,203.16,High risk / High value
12447,0.4996150732040405,True,0.0,0.0,60.0,0.0,0.9421104661848387,431.49,own_observed_transaction (Gamma-Gamma unstable at frequency=0),406.51,203.1,High risk / High value
16048,0.47978479862213136,True,2.0,176.0,366.0,437.115,0.9497213387541704,445.3186808387008,gamma_gamma_conditional_expectation,422.93,202.92,High risk / High value
12849,0.2108182966709137,False,4.0,323.0,408.0,563.56,1.6935555200021082,567.9826659389726,gamma_gamma_conditional_expectation,961.91,202.79,Low risk / High value
15128,0.4559836149215698,False,1.0,211.0,247.0,483.7,0.8880960874028231,500.68661717545615,gamma_gamma_conditional_expectation,444.66,202.76,High risk / High value
15365,0.2535876214504242,False,3.0,358.0,490.0,708.7666666666665,1.1165714362878012,715.1768664136937,gamma_gamma_conditional_expectation,798.55,202.5,Low risk / High value
17462,0.6081708192825317,False,0.0,0.0,101.0,0.0,0.7180925102251418,463.41,own_observed_transaction (Gamma-Gamma unstable at frequency=0),332.77,202.38,High risk / High value
15768,0.04562543779611587,False,31.0,533.0,553.0,482.40258064516127,9.169718706136017,482.9445484156901,gamma_gamma_conditional_expectation,4428.47,202.05,Low risk / High value
16223,0.5245869994163513,True,1.0,21.0,212.0,505.56,0.7353496170694013,522.7777328912141,gamma_gamma_conditional_expectation,384.42,201.66,High risk / High value
16147,0.4284809172153473,False,3.0,272.0,489.0,449.75666666666666,1.0321520521323602,455.2604572836428,gamma_gamma_conditional_expectation,469.9,201.34,Low risk / High value
16711,0.4284809172153473,False,5.0,435.0,554.0,295.21,1.5708268249784496,298.1836089582904,gamma_gamma_conditional_expectation,468.39,200.7,Low risk / High value
15471,0.5708974480628968,False,1.0,170.0,367.0,577.83,0.5898931120171367,595.8118103284431,gamma_gamma_conditional_expectation,351.47,200.65,High risk / High value
15157,0.4025745213031769,False,2.0,371.0,546.0,677.65,0.7251678443052135,687.1185274252892,gamma_gamma_conditional_expectation,498.28,200.59,Low risk / High value
12374,0.5609864950180053,False,1.0,167.0,405.0,657.75,0.528474318946328,676.5767676936478,gamma_gamma_conditional_expectation,357.55,200.58,High risk / High value
17175,0.5747436046600342,False,0.0,0.0,113.0,0.0,0.6714724736790864,519.08,own_observed_transaction (Gamma-Gamma unstable at frequency=0),348.55,200.33,High risk / High value
14824,0.2965662062168121,False,5.0,258.0,454.0,419.93999999999994,1.5961769258372773,423.1751394976798,gamma_gamma_conditional_expectation,675.46,200.32,Low risk / High value
18189,0.5609864950180053,False,1.0,358.0,442.0,633.1,0.5475141097384889,651.6661545923928,gamma_gamma_conditional_expectation,356.8,200.16,High risk / High value
13851,0.27710674703121185,False,4.0,391.0,496.0,500.505,1.42861814327388,504.76231420856834,gamma_gamma_conditional_expectation,721.11,199.82,Low risk / High value
13444,0.6043797969818115,True,1.0,132.0,323.0,496.39,0.6432701547591099,513.5107827030392,gamma_gamma_conditional_expectation,330.33,199.64,High risk / High value
16274,0.6228933215141297,True,0.0,0.0,190.0,0.0,0.47434477237893985,675.5,own_observed_transaction (Gamma-Gamma unstable at frequency=0),320.42,199.59,High risk / Low value
14496,0.28971936404705045,True,6.0,322.0,450.0,318.995,2.140823274554154,321.5136870742746,gamma_gamma_conditional_expectation,688.3,199.41,Low risk / High value
13155,0.3458887755870819,False,3.0,165.0,308.0,370.64000000000004,1.533514431298726,375.8669207316209,gamma_gamma_conditional_expectation,576.4,199.37,Low risk / High value
15648,0.3091788232326508,True,1.0,63.0,84.0,340.5,1.8105343312762514,355.97262950406844,gamma_gamma_conditional_expectation,644.5,199.27,Low risk / High value
14693,0.3995141386985779,True,6.0,261.0,342.0,177.26,2.7777095677626793,179.53111844838187,gamma_gamma_conditional_expectation,498.69,199.23,Low risk / High value
12605,0.4138260543346405,True,2.0,82.0,275.0,451.98,1.045726892624712,460.2618480264682,gamma_gamma_conditional_expectation,481.31,199.18,Low risk / High value
15996,0.29677882194519045,False,3.0,134.0,214.0,306.17333333333335,2.154069350706168,311.17465206020296,gamma_gamma_conditional_expectation,670.29,198.93,Low risk / High value
17366,0.57538400888443,True,1.0,24.0,273.0,610.25,0.549697684426219,628.5745720624262,gamma_gamma_conditional_expectation,345.53,198.81,High risk / High value
15125,0.052385063469409944,False,7.0,411.0,435.0,1392.9600000000003,2.7153702527581074,1396.7258453205163,gamma_gamma_conditional_expectation,3792.63,198.68,Low risk / High value
16958,0.6391617059707642,True,0.0,0.0,252.0,0.0,0.3838250670037932,809.44,own_observed_transaction (Gamma-Gamma unstable at frequency=0),310.68,198.57,High risk / Low value
16586,0.388569837808609,True,2.0,387.0,452.0,567.365,0.8860028536265336,576.2535968297339,gamma_gamma_conditional_expectation,510.56,198.39,Low risk / High value
14500,0.4331237733364105,False,0.0,0.0,6.0,0.0,1.6077151004019583,284.85,own_observed_transaction (Gamma-Gamma unstable at frequency=0),457.96,198.35,Low risk / High value
12543,0.6391617059707642,True,0.0,0.0,265.0,0.0,0.36906918274712197,840.25,own_observed_transaction (Gamma-Gamma unstable at frequency=0),310.11,198.21,High risk / Low value
17623,0.4284809172153473,False,5.0,316.0,542.0,331.91400000000004,1.3797474508440195,334.96456892716526,gamma_gamma_conditional_expectation,462.17,198.03,Low risk / High value
13737,0.41511607766151426,True,0.0,0.0,17.0,0.0,1.40448671681897,339.6,own_observed_transaction (Gamma-Gamma unstable at frequency=0),476.96,197.99,Low risk / High value
17423,0.42311506271362304,False,1.0,176.0,210.0,449.42,1.0032466854193411,466.0441905178083,gamma_gamma_conditional_expectation,467.56,197.83,Low risk / High value
16842,0.5842198610305787,False,0.0,0.0,119.0,0.0,0.6503738010331337,520.57,own_observed_transaction (Gamma-Gamma unstable at frequency=0),338.57,197.8,High risk / High value
17082,0.23286690413951874,False,3.0,406.0,541.0,818.9733333333334,1.0284654340744708,825.7692028570453,gamma_gamma_conditional_expectation,849.28,197.77,Low risk / High value
14348,0.5788308262825013,True,0.0,0.0,77.0,0.0,0.8340852754935126,409.57,own_observed_transaction (Gamma-Gamma unstable at frequency=0),341.62,197.74,High risk / High value
15392,0.3256571114063263,False,3.0,71.0,248.0,441.22,1.3591764644697735,446.6939164321691,gamma_gamma_conditional_expectation,607.14,197.72,Low risk / High value
15045,0.5971997261047364,False,0.0,0.0,74.0,0.0,0.8512966578638995,388.9,own_observed_transaction (Gamma-Gamma unstable at frequency=0),331.07,197.71,High risk / High value
13414,0.35989345908164977,False,3.0,307.0,420.0,424.5933333333333,1.2770585152425058,430.009064512157,gamma_gamma_conditional_expectation,549.15,197.64,Low risk / High value
15680,0.21529114246368408,False,7.0,371.0,554.0,477.32714285714286,1.9136506360051186,479.72247024696384,gamma_gamma_conditional_expectation,918.02,197.64,Low risk / High value
17018,0.4284809172153473,False,4.0,409.0,551.0,355.25,1.2842927975329714,359.12640602365263,gamma_gamma_conditional_expectation,461.22,197.62,Low risk / High value
13377,0.5635876297950745,True,1.0,249.0,462.0,687.56,0.4960428182909644,706.7019350992626,gamma_gamma_conditional_expectation,350.55,197.57,High risk / High value
15063,0.43575791716575624,True,0.0,0.0,30.0,0.0,1.2225126510026103,370.8,own_observed_transaction (Gamma-Gamma unstable at frequency=0),453.31,197.53,Low risk / High value
13741,0.3382697284221649,False,1.0,34.0,34.0,200.17,2.722920803166271,214.15898502134607,gamma_gamma_conditional_expectation,583.14,197.26,Low risk / High value
15880,0.5958393454551697,True,0.0,0.0,186.0,0.0,0.48167994489440313,686.56,own_observed_transaction (Gamma-Gamma unstable at frequency=0),330.7,197.04,High risk / High value
13937,0.6391617059707642,False,0.0,0.0,219.0,0.0,0.4272015889859949,721.28,own_observed_transaction (Gamma-Gamma unstable at frequency=0),308.13,196.94,High risk / Low value
12866,0.4284809172153473,True,2.0,219.0,319.0,389.76,1.1540203068932013,397.7146658924023,gamma_gamma_conditional_expectation,458.97,196.66,Low risk / High value
16394,0.4068881571292877,False,1.0,41.0,106.0,306.89,1.5006179047224515,322.0072864479557,gamma_gamma_conditional_expectation,483.21,196.61,Low risk / High value
15222,0.22118866741657256,True,10.0,405.0,540.0,311.43500000000006,2.840233786085064,312.9372396249089,gamma_gamma_conditional_expectation,888.81,196.59,Low risk / High value
17858,0.07160023152828217,False,21.0,472.0,550.0,463.2295238095238,5.916199425235721,464.02014357521466,gamma_gamma_conditional_expectation,2745.24,196.56,Low risk / High value
14909,0.49694046974182127,True,2.0,226.0,480.0,526.0899999999999,0.7393367682911365,534.7615533938038,gamma_gamma_conditional_expectation,395.37,196.48,High risk / High value
14176,0.38092064261436465,True,3.0,84.0,198.0,245.48333333333335,2.060886617301884,250.27226655345498,gamma_gamma_conditional_expectation,515.78,196.47,Low risk / High value
12564,0.5878254175186157,True,0.0,0.0,78.0,0.0,0.8285029730804067,402.9,own_observed_transaction (Gamma-Gamma unstable at frequency=0),333.8,196.22,High risk / High value
14062,0.03407371304929256,False,15.0,490.0,546.0,1273.358,4.513760092847984,1275.0305166120604,gamma_gamma_conditional_expectation,5755.18,196.1,Low risk / High value
12763,0.6359565734863282,False,0.0,0.0,186.0,0.0,0.48167994489440313,640.16,own_observed_transaction (Gamma-Gamma unstable at frequency=0),308.35,196.1,High risk / Low value
15225,0.4733293533325195,True,0.0,0.0,51.0,0.0,1.0115916227040598,409.4,own_observed_transaction (Gamma-Gamma unstable at frequency=0),414.15,196.03,High risk / High value
14702,0.1720462992787361,False,17.0,448.0,546.0,240.5135294117647,4.716002217422673,241.35314637915278,gamma_gamma_conditional_expectation,1138.22,195.83,Low risk / High value
13658,0.15696212500333787,False,4.0,468.0,489.0,834.3425,1.4861672403430577,839.475250070892,gamma_gamma_conditional_expectation,1247.6,195.83,Low risk / High value
14199,0.4284809172153473,True,3.0,312.0,347.0,290.34999999999997,1.5459902417788796,295.29594474979854,gamma_gamma_conditional_expectation,456.52,195.61,Low risk / High value
13798,0.010793289542198181,False,74.0,545.0,548.0,824.3343243243243,21.918339006369262,824.6096686162779,gamma_gamma_conditional_expectation,18074.07,195.08,Low risk / High value
16300,0.5355163812637329,True,2.0,245.0,492.0,486.08500000000004,0.7363946843284438,494.5461882174409,gamma_gamma_conditional_expectation,364.18,195.02,High risk / High value
13363,0.6391617059707642,False,0.0,0.0,226.0,0.0,0.41719771110259707,731.36,own_observed_transaction (Gamma-Gamma unstable at frequency=0),305.12,195.02,High risk / Low value
12857,0.15696212500333787,True,5.0,473.0,500.0,696.6800000000001,1.7732759907330762,700.4954005533253,gamma_gamma_conditional_expectation,1242.17,194.97,Low risk / High value
16692,0.2535876214504242,True,3.0,185.0,258.0,397.8333333333333,1.9069771327054177,403.1554175165964,gamma_gamma_conditional_expectation,768.81,194.96,Low risk / High value
14301,0.4833690285682678,False,2.0,250.0,483.0,522.395,0.7577526167133897,531.047123339394,gamma_gamma_conditional_expectation,402.4,194.51,High risk / High value
14555,0.30619765222072604,False,4.0,419.0,538.0,474.695,1.3264599588065633,478.8846315797248,gamma_gamma_conditional_expectation,635.22,194.5,Low risk / High value
17522,0.13496212363243104,False,2.0,35.0,35.0,317.77,4.42533102634709,325.3461084859188,gamma_gamma_conditional_expectation,1439.76,194.31,Low risk / High value
16484,0.4284809172153473,False,0.0,0.0,7.0,0.0,1.5868044228458593,285.7,own_observed_transaction (Gamma-Gamma unstable at frequency=0),453.35,194.25,Low risk / High value
13887,0.4138260543346405,True,0.0,0.0,21.0,0.0,1.3429059055287282,349.55,own_observed_transaction (Gamma-Gamma unstable at frequency=0),469.41,194.25,Low risk / High value
16643,0.4284809172153473,True,1.0,177.0,239.0,487.51,0.897857515639029,504.5368985513499,gamma_gamma_conditional_expectation,453.0,194.1,Low risk / High value
12502,0.168628790974617,False,2.0,92.0,126.0,486.7,2.322489137892261,495.16442217778234,gamma_gamma_conditional_expectation,1150.01,193.92,Low risk / High value
17978,0.4331237733364105,True,3.0,366.0,548.0,446.21999999999997,0.9900998467390312,451.7114140023411,gamma_gamma_conditional_expectation,447.24,193.71,Low risk / High value
16818,0.12680609449744223,False,3.0,22.0,22.0,212.91666666666666,7.013278743152766,217.59163237973453,gamma_gamma_conditional_expectation,1526.03,193.51,Low risk / High value
16340,0.5790708065032959,False,1.0,112.0,368.0,603.46,0.537379816760632,621.7127845185106,gamma_gamma_conditional_expectation,334.1,193.47,High risk / High value
14608,0.4284809172153473,False,6.0,371.0,550.0,258.3616666666667,1.7294925649270594,260.77444545423276,gamma_gamma_conditional_expectation,451.01,193.25,Low risk / High value
12455,0.15696212500333787,False,5.0,532.0,538.0,733.392,1.669781029235196,737.2843772963869,gamma_gamma_conditional_expectation,1231.1,193.24,Low risk / High value
15815,0.12680609449744223,False,2.0,47.0,76.0,483.54,3.0944158062836764,491.9878054059462,gamma_gamma_conditional_expectation,1522.41,193.05,Low risk / High value
17853,0.5319321513175964,True,2.0,329.0,553.0,511.91999999999996,0.6965794036609894,520.5170408441459,gamma_gamma_conditional_expectation,362.58,192.87,High risk / High value
14600,0.5103898763656616,True,1.0,88.0,210.0,393.33,0.9231098024725894,409.36117677138276,gamma_gamma_conditional_expectation,377.89,192.87,High risk / High value
13357,0.20361290574073793,True,3.0,370.0,444.0,755.0966666666667,1.243659994227142,761.6689988989077,gamma_gamma_conditional_expectation,947.26,192.87,Low risk / High value
13361,0.6260984539985657,True,1.0,145.0,434.0,633.25,0.47248932942890814,651.8177404733335,gamma_gamma_conditional_expectation,307.98,192.83,High risk / Low value
17694,0.5609864950180053,False,1.0,51.0,379.0,801.98,0.4179782206900595,822.3316450808283,gamma_gamma_conditional_expectation,343.72,192.82,High risk / High value
13931,0.19324253499507904,False,6.0,456.0,553.0,530.3933333333333,1.8708283636419532,533.2812700276689,gamma_gamma_conditional_expectation,997.68,192.79,Low risk / High value
17307,0.31679787039756774,True,10.0,294.0,506.0,384.725,1.5719791648336687,386.30399541440954,gamma_gamma_conditional_expectation,607.26,192.38,Low risk / High value
14338,0.4771506547927856,False,1.0,340.0,353.0,579.97,0.67417617875821,597.9744355631971,gamma_gamma_conditional_expectation,403.14,192.36,High risk / High value
16087,0.4284809172153473,True,4.0,300.0,506.0,348.39,1.2743931746888009,352.2484167623637,gamma_gamma_conditional_expectation,448.9,192.35,Low risk / High value
14220,0.33608393371105194,True,3.0,322.0,386.0,402.36666666666673,1.4017694868401782,407.70461531355244,gamma_gamma_conditional_expectation,571.51,192.08,Low risk / High value
13237,0.6629733800888061,True,0.0,0.0,204.0,0.0,0.45034803555681113,643.0,own_observed_transaction (Gamma-Gamma unstable at frequency=0),289.57,191.98,High risk / Low value
13864,0.6411785125732422,True,0.0,0.0,203.0,0.0,0.4519809768356928,662.4,own_observed_transaction (Gamma-Gamma unstable at frequency=0),299.39,191.96,High risk / Low value
17769,0.15696212500333787,False,8.0,411.0,506.0,464.8825,2.6098825957190446,466.96172371078023,gamma_gamma_conditional_expectation,1218.72,191.29,Low risk / High value
15084,0.6008865237236023,True,1.0,266.0,462.0,615.8,0.5018347222812806,634.1832496572321,gamma_gamma_conditional_expectation,318.26,191.24,High risk / Low value
14186,0.4771506547927856,True,4.0,217.0,461.0,336.5725,1.1770998650653723,340.39992724410104,gamma_gamma_conditional_expectation,400.68,191.18,High risk / High value
16781,0.6151273608207702,True,1.0,297.0,486.0,622.5,0.48474873344583447,640.9540856725833,gamma_gamma_conditional_expectation,310.7,191.12,High risk / Low value
13029,0.5110155582427979,False,2.0,170.0,340.0,357.3,1.0239213463799943,365.08397588803433,gamma_gamma_conditional_expectation,373.82,191.03,High risk / High value
16677,0.6189089059829712,True,1.0,241.0,469.0,617.39,0.4851656826015574,635.7900599952035,gamma_gamma_conditional_expectation,308.46,190.91,High risk / Low value
13838,0.3626023232936859,False,3.0,210.0,396.0,424.01,1.2245629367589783,429.42368979563696,gamma_gamma_conditional_expectation,525.86,190.68,Low risk / High value
12690,0.4284809172153473,True,0.0,0.0,22.0,0.0,1.328355566004496,335.01,own_observed_transaction (Gamma-Gamma unstable at frequency=0),445.01,190.68,Low risk / High value
16246,0.6189089059829712,True,1.0,210.0,486.0,660.35,0.4533630082315897,679.2042562966199,gamma_gamma_conditional_expectation,307.93,190.58,High risk / Low value
17602,0.20361290574073793,False,7.0,295.0,436.0,386.3742857142857,2.407179211275442,388.6334749996363,gamma_gamma_conditional_expectation,935.51,190.48,Low risk / High value
14044,0.23286690413951874,False,5.0,375.0,501.0,479.02,1.6950948250733886,482.37901686693453,gamma_gamma_conditional_expectation,817.68,190.41,Low risk / High value
17486,0.5788308262825013,True,0.0,0.0,78.0,0.0,0.8285029730804067,396.87,own_observed_transaction (Gamma-Gamma unstable at frequency=0),328.81,190.33,High risk / Low value
17974,0.24190938472747803,False,3.0,188.0,224.0,356.41333333333336,2.1744581624847483,361.5904676452914,gamma_gamma_conditional_expectation,786.26,190.2,Low risk / High value
14193,0.45248091220855713,False,1.0,127.0,213.0,422.54,0.9569550882620161,438.880000653235,gamma_gamma_conditional_expectation,419.99,190.04,Low risk / High value
12668,0.07190426886081695,False,7.0,418.0,494.0,1101.037142857143,2.3892736869019684,1104.36603846908,gamma_gamma_conditional_expectation,2638.63,189.73,Low risk / High value
16104,0.4284809172153473,False,6.0,315.0,550.0,297.72499999999997,1.47177839697752,300.20653475005867,gamma_gamma_conditional_expectation,441.84,189.32,Low risk / High value
16124,0.42089284062385557,True,3.0,415.0,549.0,436.49666666666667,1.0165441410704048,441.9540537275466,gamma_gamma_conditional_expectation,449.27,189.09,Low risk / High value
16717,0.21529114246368408,False,6.0,366.0,549.0,508.11833333333334,1.7185768539859803,510.9673622692341,gamma_gamma_conditional_expectation,878.14,189.06,Low risk / High value
12410,0.4933562397956848,True,1.0,194.0,319.0,533.33,0.6947844599164685,550.8413323160356,gamma_gamma_conditional_expectation,382.72,188.82,High risk / High value
17499,0.4771506547927856,True,1.0,272.0,378.0,622.88,0.6166727326254202,641.338103237633,gamma_gamma_conditional_expectation,395.5,188.71,High risk / High value
17282,0.3522744119167328,False,2.0,249.0,365.0,510.85,1.0300086413447718,519.4414142789989,gamma_gamma_conditional_expectation,535.03,188.48,Low risk / High value
12757,0.2535876214504242,False,1.0,26.0,28.0,243.2,2.882618956368818,257.64392140053474,gamma_gamma_conditional_expectation,742.69,188.34,Low risk / High value
13386,0.5829169631004334,True,1.0,23.0,254.0,521.76,0.5988674401472889,539.1490080328095,gamma_gamma_conditional_expectation,322.88,188.21,High risk / Low value
15704,0.18432483673095704,False,3.0,396.0,400.0,730.1633333333333,1.384764620480577,736.6484110156498,gamma_gamma_conditional_expectation,1020.08,188.03,Low risk / High value
13920,0.4531506597995758,True,3.0,131.0,379.0,417.01,0.9823726231679631,422.39919319739613,gamma_gamma_conditional_expectation,414.95,188.03,High risk / High value
16054,0.5245869994163513,False,2.0,199.0,434.0,437.75,0.8031712145027646,445.9570199684843,gamma_gamma_conditional_expectation,358.18,187.9,High risk / High value
16529,0.22118866741657256,True,3.0,340.0,347.0,539.1666666666666,1.558337611905795,544.9833488334589,gamma_gamma_conditional_expectation,849.27,187.85,Low risk / High value
15101,0.4284809172153473,False,4.0,231.0,407.0,284.93499999999995,1.5181912057377676,288.62701609544115,gamma_gamma_conditional_expectation,438.19,187.76,Low risk / High value
18055,0.04562543779611587,False,8.0,210.0,230.0,797.8,5.140631967007603,800.315163773132,gamma_gamma_conditional_expectation,4114.13,187.71,Low risk / High value
13385,0.6157037734985351,True,0.0,0.0,146.0,0.0,0.5698729632408321,534.57,own_observed_transaction (Gamma-Gamma unstable at frequency=0),304.64,187.57,High risk / Low value
17239,0.4284809172153473,True,3.0,214.0,343.0,293.6666666666667,1.4649015465187312,298.6242181380127,gamma_gamma_conditional_expectation,437.46,187.44,Low risk / High value
13081,0.014496993273496628,False,20.0,514.0,548.0,2152.2850000000003,5.999561359136263,2153.999172905698,gamma_gamma_conditional_expectation,12923.05,187.35,Low risk / High value
16282,0.4771506547927856,True,2.0,379.0,535.0,518.79,0.7440456697928451,527.4231665474733,gamma_gamma_conditional_expectation,392.43,187.25,High risk / High value
16129,0.4284809172153473,True,2.0,100.0,324.0,474.555,0.9039690149490788,482.95555803412714,gamma_gamma_conditional_expectation,436.58,187.07,Low risk / High value
17492,0.42089284062385557,True,2.0,270.0,335.0,383.90999999999997,1.1332083352633755,391.8339038306169,gamma_gamma_conditional_expectation,444.03,186.89,Low risk / High value
17456,0.5051007628440857,True,1.0,91.0,273.0,499.72,0.7152623378541646,516.8759892599228,gamma_gamma_conditional_expectation,369.7,186.74,High risk / High value
12980,0.04562543779611587,False,18.0,550.0,554.0,754.2033333333334,5.41144521001007,755.2950173636295,gamma_gamma_conditional_expectation,4087.24,186.48,Low risk / High value
12801,0.6677917599678039,True,0.0,0.0,317.0,0.0,0.31990030122955354,871.82,own_observed_transaction (Gamma-Gamma unstable at frequency=0),278.9,186.25,High risk / Low value
16588,0.4062379777431488,True,3.0,188.0,391.0,381.49333333333334,1.1851893921157652,386.7582354572742,gamma_gamma_conditional_expectation,458.38,186.21,Low risk / High value
17897,0.27304708063602445,False,6.0,209.0,393.0,364.2383333333333,1.8588593349608733,366.8360469703069,gamma_gamma_conditional_expectation,681.9,186.19,Low risk / High value
14729,0.5536271810531617,True,1.0,252.0,442.0,626.98,0.5208157895576403,645.4814506500122,gamma_gamma_conditional_expectation,336.18,186.12,High risk / High value
14449,0.1720462992787361,False,4.0,190.0,253.0,430.2975,2.4871158509787112,434.37070618204626,gamma_gamma_conditional_expectation,1080.33,185.87,Low risk / High value
15106,0.27304708063602445,False,1.0,58.0,86.0,367.75,1.7745706002164876,383.5107312082955,gamma_gamma_conditional_expectation,680.57,185.83,Low risk / High value
13753,0.37060232162475587,True,3.0,449.0,553.0,484.1233333333333,1.022440344034412,489.74739058262503,gamma_gamma_conditional_expectation,500.74,185.58,Low risk / High value
16036,0.3538887739181519,False,2.0,357.0,437.0,568.985,0.9070137201302251,577.882115554536,gamma_gamma_conditional_expectation,524.15,185.49,Low risk / High value
15990,0.3538887739181519,False,5.0,362.0,466.0,284.142,1.8249776823147423,287.09240187090194,gamma_gamma_conditional_expectation,523.94,185.42,Low risk / High value
14265,0.6319721579551697,False,1.0,148.0,429.0,590.65,0.48142195330452736,608.7673502861747,gamma_gamma_conditional_expectation,293.07,185.21,High risk / Low value
17311,0.23286690413951874,False,4.0,358.0,491.0,557.1775,1.4161171780176411,561.5834288456524,gamma_gamma_conditional_expectation,795.27,185.19,Low risk / High value
13169,0.5673132181167603,False,1.0,310.0,379.0,505.2,0.6248414894333861,522.4139267769564,gamma_gamma_conditional_expectation,326.43,185.19,High risk / Low value
14142,0.5735206723213195,True,1.0,273.0,463.0,623.62,0.5028941608645949,642.0859269169406,gamma_gamma_conditional_expectation,322.9,185.19,High risk / Low value
17674,0.6359565734863282,False,0.0,0.0,185.0,0.0,0.48354946947915173,601.32,own_observed_transaction (Gamma-Gamma unstable at frequency=0),290.77,184.92,High risk / Low value
15303,0.4907220959663391,True,2.0,393.0,500.0,460.99,0.8027519412145625,469.31922686008977,gamma_gamma_conditional_expectation,376.75,184.88,High risk / High value
17525,0.4331237733364105,True,2.0,69.0,245.0,364.79999999999995,1.14476533631143,372.6234144287847,gamma_gamma_conditional_expectation,426.57,184.76,Low risk / High value
16023,0.2965662062168121,False,1.0,74.0,83.0,322.85,1.8422768514732342,338.13602418004615,gamma_gamma_conditional_expectation,622.94,184.74,Low risk / High value
16372,0.518360710144043,False,2.0,198.0,424.0,423.615,0.8253285765761094,431.74769146534993,gamma_gamma_conditional_expectation,356.33,184.71,High risk / High value
16485,0.4531506597995758,False,3.0,301.0,550.0,437.2633333333333,0.9204557651001862,442.72340335497296,gamma_gamma_conditional_expectation,407.51,184.66,High risk / High value
17046,0.5269871115684509,False,2.0,176.0,437.0,452.30500000000006,0.7604585927656893,460.58855702990076,gamma_gamma_conditional_expectation,350.26,184.58,High risk / High value
13804,0.3538887739181519,False,2.0,147.0,253.0,376.815,1.3550257121722242,384.701594971067,gamma_gamma_conditional_expectation,521.28,184.48,Low risk / High value
16377,0.4771506547927856,True,1.0,350.0,434.0,676.2,0.5559032663290531,695.2218310493538,gamma_gamma_conditional_expectation,386.48,184.41,High risk / High value
12468,0.17649169266223907,True,4.0,495.0,499.0,708.3774999999999,1.46478669678979,713.1799268495714,gamma_gamma_conditional_expectation,1044.66,184.37,Low risk / High value
13398,0.4571237683296204,True,1.0,256.0,265.0,457.34,0.8501478101434545,474.04792503147723,gamma_gamma_conditional_expectation,403.01,184.23,High risk / High value
17404,0.019258898124098776,False,13.0,490.0,518.0,2284.7592307692307,4.1748748766966886,2287.5038596044906,gamma_gamma_conditional_expectation,9550.04,183.92,Low risk / High value
13908,0.3091788232326508,False,1.0,62.0,93.0,335.11,1.6956703658614183,350.5256435155993,gamma_gamma_conditional_expectation,594.38,183.77,Low risk / High value
15441,0.5355163812637329,True,2.0,334.0,547.0,476.32,0.7078311519562734,484.7298392373837,gamma_gamma_conditional_expectation,343.11,183.74,High risk / High value
15934,0.5355163812637329,True,1.0,12.0,246.0,579.9,0.5731753333353798,597.9036954854247,gamma_gamma_conditional_expectation,342.7,183.52,High risk / High value
15886,0.5882045149803161,False,1.0,182.0,415.0,577.41,0.5239152464542107,595.387369861809,gamma_gamma_conditional_expectation,311.93,183.48,High risk / Low value
15569,0.23286690413951874,False,5.0,317.0,466.0,447.988,1.7454601956502207,451.28194979647566,gamma_gamma_conditional_expectation,787.69,183.43,Low risk / High value
15530,0.4571237683296204,False,1.0,266.0,329.0,553.13,0.7020477223525247,570.8506686002079,gamma_gamma_conditional_expectation,400.76,183.2,High risk / High value
12862,0.6105547189712525,True,1.0,70.0,312.0,497.64,0.5827527975546218,514.7739983775451,gamma_gamma_conditional_expectation,299.99,183.16,High risk / Low value
15380,0.36231192350387575,False,6.0,373.0,555.0,292.58,1.7109694902607775,295.0525479748781,gamma_gamma_conditional_expectation,504.83,182.91,Low risk / High value
17277,0.38063024282455443,True,1.0,95.0,139.0,348.33,1.3202708197460518,363.88541248917295,gamma_gamma_conditional_expectation,480.43,182.87,Low risk / High value
17796,0.3256571114063263,False,5.0,108.0,238.0,228.76999999999998,2.423956278878484,231.60429933721258,gamma_gamma_conditional_expectation,561.4,182.82,Low risk / High value
12664,0.29529114365577697,False,3.0,494.0,543.0,580.8866666666667,1.0546303433148954,586.8493485589742,gamma_gamma_conditional_expectation,618.91,182.76,Low risk / High value
13157,0.11275306567549706,False,5.0,400.0,458.0,850.176,1.8950834012593845,854.3132468747727,gamma_gamma_conditional_expectation,1618.99,182.55,Low risk / High value
15506,0.40717245936393737,False,2.0,96.0,294.0,432.195,1.0156043119765434,440.37280915596847,gamma_gamma_conditional_expectation,447.24,182.1,Low risk / High value
